Area,Aspect Ratio,alpha,a,b
3.295335144854095,9.48,4.314999999999998,3.153399739394552,0.3326371033116616
10.290351017386154,5.598,3.938999999999993,4.282098030339357,0.7649335531152835
4.953304183488196,2.079,25.703999999999994,1.810505330381314,0.8708539347673466
1.5745616504179107,2.738,20.882000000000005,1.171444237593656,0.4278466901364704
4.417824566898059,2.068,8.612000000000009,1.7053148102691367,0.8246203144434897
2.862618581532616,1.557,100.333,1.1911079214835096,0.765001876354213
1.7013884813485027,1.5130000000000001,44.510999999999996,0.9052035985560174,0.5982839382392712
1.0272018253366912,6.2920000000000025,100.00299999999999,1.4343241535749693,0.22795997354974074
1.6630671886622033,4.087,106.38,1.4708970607939051,0.35989651597599837
5.750101114940525,2.95,149.57999999999998,2.3236665838183237,0.7876835877350249
2.1610606291173817,5.961,2.64200000000001,2.024967699937709,0.339702684102954
1.0307631075438377,3.252,153.144,1.0329511064761292,0.3176356415978257
2.5474030931695046,1.849,15.507000000000005,1.224453664054193,0.6622248047886388
26.403364679567147,5.157,4.748999999999995,6.583445829886972,1.2766038064547163
1.0515631197042776,2.681,132.688,0.9473078665132917,0.35334124077332774
1.2170067426822972,1.704,159.309,0.8124681613963564,0.47680056419973965
4.337273362358804,5.803,116.16999999999999,2.8304777573458133,0.48776111620641277
24.857217178655876,8.27,0.49500000000000455,8.089172035507426,0.9781344662040419
10.120191750046212,2.6319999999999997,1.2820000000000107,2.91180559883238,1.106309118097409
2.4121172678296827,1.344,57.905,1.0158367186175155,0.7558308918285085
1.4818337102127144,3.1710000000000003,9.418999999999997,1.2229900390362838,0.38567960865224965
4.457221706756769,1.8119999999999998,151.291,1.603379323280267,0.884867176203238
2.1836226335958617,2.9360000000000004,123.66999999999999,1.4285382812157246,0.4865593600870996
1.0171910785327272,1.505,42.099999999999994,0.698062944536203,0.46382919902737746
1.3324415783095551,1.599,168.381,0.8235185450820677,0.5150209787880349
1.2985377649662462,3.0610000000000004,109.051,1.1248225666360703,0.3674689861601013
5.390585022920901,1.949,161.397,1.8287272373045107,0.9382900140094975
2.796775874213436,4.186,4.109999999999999,1.9304275544830627,0.4611628176022606
16.974851994895676,3.2319999999999998,0.6659999999999968,4.178916927069694,1.292981722484435
1.8648116713661609,3.252,164.041,1.3893696938895446,0.4272354532255672
2.4540415519869896,2.075,53.172,1.273136795768345,0.613559901575106
1.52029284312361,1.544,169.523,0.8643951812874323,0.5598414386576634
2.504799611388067,1.516,5.334000000000003,1.0994137339912733,0.7252069485430562
2.9399618479169662,2.9419999999999997,3.4200000000000017,1.6592707030970237,0.5639941206991923
64.22664944280879,3.986,171.179,9.027164239770388,2.264717571442646
1.765785833719685,1.579,144.442,0.942074270727706,0.5966271505558619
1.5182873829542392,1.7269999999999999,170.60399999999998,0.9135834509095762,0.5290002610941379
7.759636755513446,2.495,166.161,2.4824529976870124,0.99497114135752
1.7764251656035033,1.902,15.698999999999998,1.0370597488627993,0.545246976268559
1.0385474833015336,3.7760000000000002,25.582000000000008,1.117259960901898,0.29588452354393485
2.085943423354585,2.037,174.445,1.1629789141053164,0.570927301966282
3.8675494617630735,3.378,4.725999999999999,2.039261051338916,0.6036888843513665
2.18621931968842,2.339,8.472999999999999,1.275813045153007,0.5454523493599859
4.9470650445351785,2.096,5.769999999999996,1.8167472567260161,0.8667687293540153
1.474343922515711,1.4240000000000002,42.161,0.8174843744981044,0.5740761056868711
3.4557544364682404,3.613,169.676,1.9935653727135145,0.5517756359572418
1.6994294508960242,1.449,7.972000000000008,0.8853415090734458,0.6110017315896796
5.842474241361453,2.92,172.39100000000002,2.3303164050262617,0.7980535633651581
1.0512573738308555,1.456,147.308,0.6980078047273832,0.4794009647852907
2.7135562471764736,1.545,12.707999999999998,1.1552040946935431,0.7477049156592512
10.111273352026563,1.6130000000000002,16.742999999999995,2.278479749587205,1.412572690382644
2.584064959361484,1.751,149.443,1.2001066718664588,0.6853835932989485
2.912455172216243,2.772,10.642999999999986,1.6030656245429213,0.5783065023603613
1.3436784328280629,3.196,53.476,1.1691658515161498,0.36582160560580407
1.0303607272057862,1.808,144.999,0.7700499999971819,0.42591261061791036
3.5128837600696765,1.655,115.399,1.360366574638219,0.8219737611107063
7.536023888636919,2.553,165.346,2.47469456372058,0.9693280703958402
1.601332687788623,3.8739999999999997,157.249,1.4052243163085674,0.3627321415355105
1.4246295293142248,1.749,153.556,0.8905759019669839,0.5091914819708312
2.4619694513214943,2.228,118.52000000000001,1.3213686135546427,0.5930738840011861
1.4734725736577396,2.294,167.38299999999998,1.0372723438294056,0.4521675430816938
12.999279596895075,3.005,154.601,3.5262000259375,1.1734442681988353
1.0013249742625356,1.982,16.888999999999996,0.7948119951827355,0.4010151337955275
4.125146407161451,4.152,15.937999999999988,2.334927603950517,0.562362139679797
3.165961100209381,1.7280000000000002,130.921,1.3196225247350417,0.7636704425550009
1.0535528688876925,2.98,172.337,0.9996808268027639,0.3354633646989141
5.410044947401095,3.62,174.95499999999998,2.4967771756951587,0.6897174518494913
1.4261347712649972,1.535,140.124,0.8347559780986927,0.5438149694454024
1.107885873344546,1.355,170.14,0.6912612679496102,0.5101559173059854
1.4629001154133694,2.3080000000000003,117.561,1.0366933267825624,0.4491738850877653
8.264926399318231,3.1510000000000002,172.54700000000003,2.8791796261187534,0.9137352034651708
3.82485359575566,4.573,5.584999999999994,2.3595711227542053,0.5159788153846939
2.9867055348567395,1.3730000000000002,57.32499999999999,1.1425008600177493,0.8321200728461392
192.87049249434966,2.958,176.852,13.475877151142058,4.555739402008809
1.0004672682794862,2.294,154.877,0.8547187136997282,0.37258880283336016
1.1806883343892516,2.171,45.80200000000002,0.9032804515944853,0.4160665368928998
12.125875838833453,1.973,36.867999999999995,2.759593826998094,1.3986790810938134
2.8018394730553444,1.2590000000000001,13.297999999999988,1.0596429509749192,0.8416544487489429
1.482809479120314,1.26,143.702,0.7711751259144072,0.6120437507257199
2.357412137377,1.3730000000000002,132.49800000000002,1.0150281571881496,0.7392776090226871
3.3251509484997217,1.932,39.264999999999986,1.429994303262919,0.7401626828483018
2.0255489993421607,2.7430000000000003,121.263,1.329870475106778,0.48482335949937216
4.532318344593574,2.03,6.347999999999999,1.7113281172601187,0.843018776975428
4.036698781019538,3.049,30.99799999999999,1.9793242594333582,0.6491716167377364
1.3661146645306366,3.295,174.139,1.197006061864177,0.36327953319094897
28.177992924662675,1.6909999999999998,27.177000000000007,3.8945016782338566,2.303076095939596
2.37864632302548,1.736,18.534999999999997,1.146475716120529,0.6604122788712725
9.685968864529244,1.29,21.607000000000014,1.9943044262183185,1.5459724234250531
1.6737332953018311,2.83,146.934,1.2278955040574981,0.43388533712279087
13.501880405072393,1.984,27.387,2.9200684097759426,1.4718086742822292
2.4164745089655297,2.19,136.585,1.2978910276881952,0.5926443048804545
1.1612625091901032,2.9810000000000003,4.852999999999994,1.0497146402636999,0.35213506885732965
9.125787041488142,1.5219999999999998,41.447,2.1026527466345226,1.381506403833458
40.86012709694485,2.053,159.736,5.167368041747047,2.516983946296662
2.3169351639266167,3.3689999999999998,53.495000000000005,1.5762768944211314,0.46787678670855787
5.4310798270670215,2.504,5.888999999999996,2.080584309666013,0.830904277023168
1.9574883690230327,1.8,127.17700000000002,1.0590364582532878,0.5883535879184932
5.7159211609205,1.374,116.38099999999997,1.5811080324465512,1.1507336480688144
2.2864563829723714,2.064,35.762,1.225635610204793,0.5938157026186012
17.01951375065985,2.69,172.914,3.8174624836815925,1.4191310348258708
19.52206851199264,5.1370000000000005,0.8079999999999927,5.649926040689539,1.0998493363226665
1.5228618240184515,2.154,151.40800000000002,1.0218288563800482,0.4743866557010437
4.431617213006108,1.383,27.819999999999993,1.3967454779784851,1.0099388850169813
2.305176546216292,1.989,164.086,1.2080768199061875,0.607378994422417
1.9826077180468675,3.1310000000000002,19.531000000000006,1.4056752354982667,0.44895408351908866
1.629361331411671,1.195,97.638,0.7872591535478852,0.6587942707513683
6.9665434880147545,1.057,41.56100000000001,1.5309860501180197,1.4484257806225354
12.690435516709472,1.969,154.974,2.8202407603358464,1.4323213612675705
14.625964756010266,1.19,37.79899999999999,2.3537525614236463,1.977943328927434
1.1335218706264285,4.724,177.747,1.3055543619723085,0.2763662916960856
1.6057386214960496,1.6740000000000002,94.89099999999999,0.924996771842891,0.5525667693207233
1.5264076465754697,2.149,172.993,1.0218297385066093,0.47549080433066976
26.561388311306906,2.577,174.29399999999998,4.667750761061328,1.811311897967143
20.982300070085767,6.428999999999999,0.3499999999999943,6.552745839328764,1.0192480695798358
35.580376220637724,2.0980000000000003,173.735,4.874533658704361,2.3234192844158055
2.4534752033173355,3.214,156.475,1.584305158891663,0.49293875510008184
9.571298329503225,3.242,2.1720000000000113,3.1428018160718456,0.9694021641183977
1.8875639537111004,1.869,2.3659999999999997,1.0596941867956007,0.5669845836252545
1.2270753491576574,1.3969999999999998,19.817000000000007,0.7386843236300908,0.5287647270079391
1.1397363303985175,2.6069999999999998,173.977,0.9725182844419109,0.37304115245182623
1.3671642421156096,7.2810000000000015,12.387,1.7800447669695116,0.24447806166316596
9.253807847430245,2.7569999999999997,123.47999999999999,2.8497298094792773,1.033634316096945
30.657745595880225,3.4010000000000002,3.325000000000003,5.761008123744533,1.6939159434709006
2.8571474499681835,2.235,6.670000000000002,1.425706580937198,0.6379000362135114
1.0272456892643207,2.271,174.787,0.8617291703895388,0.3794492163758427
25.296037857830864,2.016,173.75900000000001,4.028993612027306,1.9985087361246556
8.068669360872617,1.5019999999999998,121.918,1.9640882142416185,1.3076486113459513
4.884509952157293,1.879,154.99200000000002,1.7092238850514736,0.9096454949715134
12.197439194273016,5.33,1.6370000000000005,4.549073973597535,0.853484798048318
1.167329156031552,1.4169999999999998,92.81299999999999,0.7256156738226617,0.5120788100371643
1.5644109286992898,3.016,162.10899999999998,1.2255080062616446,0.40633554584272036
1.4378472755088083,2.5989999999999998,171.495,1.0906479385215364,0.4196413768840079
6.9434262577253625,1.64,132.39,1.9038551425432162,1.1608872820385465
8.318094481354347,2.5639999999999996,163.175,2.6055295236003095,1.0161971620906045
28.183603959569307,3.215,1.4129999999999967,5.370488809792998,1.670447530262208
8.919817444560152,2.675,169.638,2.755909423787002,1.0302465135652343
2.107069662761707,3.467,158.60899999999998,1.5249002358917894,0.43983277643258994
1.1633555324316398,2.2,34.586,0.9025943982006074,0.41027018100027607
1.757574400107487,4.6530000000000005,161.73899999999998,1.613423762893788,0.3467491431106357
4.690308861589656,2.0540000000000003,5.992999999999995,1.7511607095048205,0.8525612022905649
26.19173889050729,2.822,20.340000000000003,4.850491352213142,1.718813377821808
1.0604535145850624,1.131,143.65800000000002,0.6178772202042273,0.5463105395262841
1.087324471263161,3.6210000000000004,11.106000000000009,1.1194866198378626,0.3091650427610777
2.7295551025368643,1.545,65.124,1.1586045735548784,0.749905872851054
10.060044458228328,1.4669999999999999,165.695,2.167404998319238,1.4774403533191807
25.60593099378832,2.5580000000000003,2.4329999999999927,4.566102108747913,1.7850281895027023
1.1552159142871865,3.693,1.4270000000000067,1.1653229485409329,0.3155491331007129
1.073918451230838,3.085,140.362,1.0269239908797287,0.33287649623329946
22.9242297668259,2.169,179.81,3.9783429278330082,1.8341830003840518
