Area,AspectRatio,Slope
1.994805262393416,2.433315803801011,169.6769790649414
1.5926741466995362,2.391546300357461,1.7295074462890625
1.7350802353400785,1.5848959652789818,3.084503173828125
2.2393226108291335,3.0924502599243486,164.8111801147461
1.4430844169236374,3.024466514660332,177.323974609375
5.5682608238026265,3.6448130453493928,177.04499053955078
2.3959872383046488,1.765008501207742,9.468994140625
1.6753207350279484,1.227376392848181,139.14715576171875
3.6400260893187695,4.199314623928248,175.1208953857422
1.4515330871320524,2.9048017371028347,0.754730224609375
3.1331532533855246,6.385092729304633,8.732902526855483
1.4466321244175735,2.170725732216463,169.3845672607422
7.049540360608461,3.3847244251617936,170.48987579345703
3.07441629894063,1.3159965304736814,169.28878021240234
2.3375340543454133,3.2509105719286877,2.1142196655273438
1.2166921927849237,4.4681603680474575,170.3006362915039
1.8367059178719245,4.744799033619881,8.977890014648438
5.124413711064042,3.286738982939565,169.7811737060547
8.325196482385671,1.5152490985520313,171.67153930664062
1.212130073994989,2.7857184097865595,0.4674835205077983
2.139638523763045,1.2383592506924304,171.76305389404297
1.7647556731820495,3.3602329678317124,5.763359069824219
2.1155894529119994,1.7071348020358657,177.41595458984375
2.528699082494402,1.818429947170255,166.2171401977539
1.1456126284914112,1.5753904834963457,54.3319091796875
1.4398066445938529,1.1764891093420529,153.90945053100586
3.7709926849360222,2.304006595741308,176.68993377685547
6.5414086527736375,2.4128198897853608,175.50714874267578
1.372445019342905,2.7794604929363222,164.19863891601562
1.0948966855853828,3.2798456598977395,160.87440490722656
16.476672769644168,1.5065483484734448,111.61771392822266
1.4235451694070007,4.30009200032353,172.98448181152344
1.2775792968981534,1.3156920586335457,20.412521362304688
2.626471213649796,2.4239746139540435,1.4435195922851562
1.728236345053294,1.547871787334705,134.5220603942871
2.619139351569293,1.882182274376288,87.99562072753906
3.1329038576497803,1.9550273602377897,1.014678955078125
1.7051405425521566,1.8553651092840595,173.47673797607422
22.79619615967897,1.4509485671543068,138.97283554077148
3.756645675680901,4.796330827415918,0.8733062744140625
1.5333282025070818,2.327401395040694,156.880615234375
2.8624892258233388,1.6233920425194142,10.994781494140625
4.77493579344906,1.604590767645623,70.74592590332031
1.5869359810674857,1.4725875789193872,72.81961059570312
9.382030896369216,3.577741329155739,7.601654052734375
2.4697025214570445,1.2630447864485097,159.3682861328125
4.119821627201812,1.8324537550273783,102.81412696838379
14.444343613880465,1.7933644374629283,25.71135711669922
1.9392820312803187,1.2757648958475525,174.59453582763672
4.2983495779835845,1.985090614652991,178.5510025024414
2.0886408888643517,4.012948961824974,0.5703887939453125
3.8384224019738133,2.3174661992076926,4.798385620117202
6.983571825744951,2.7063074754097367,172.6815414428711
1.4421867434026798,5.057791768486697,17.480728149414062
1.232844927317135,2.089049268144158,41.334014892578125
3.7127274235649974,1.412734032019442,161.71656036376953
4.1763535081069465,2.370463764999139,178.1410369873047
1.7038624621399885,1.3095066643166595,79.21553039550781
1.0712508951693211,2.0066469042842168,96.7038631439209
3.1477284771770986,1.7614479917796282,41.077713012695284
1.1909029668267372,1.6584620101060534,155.8971939086914
1.417059308421163,1.5655446852450852,163.26795959472656
4.667130997174457,1.9071346411824996,144.9031524658203
1.874395517459137,1.5793130039412464,170.921142578125
4.076366766525031,1.6565406578338586,5.947814941406236
1.7299382267405734,2.033570785247612,163.84063720703125
2.6096563011498244,3.5172440141529786,170.1606903076172
5.236412831714248,1.3836886199838492,167.43121337890625
1.0750607746379572,1.4173817902726369,148.19103622436523
1.6985119369507782,1.5739881600719223,28.494766235351562
1.5294549837873213,1.654828154799418,163.40897369384766
3.481784136754581,3.8715256603554153,170.46770477294922
1.0719533848754856,2.0566799344415827,86.49679565429688
1.5804860623806525,2.3397449064717906,150.93161010742188
1.5171530702941274,1.704396330271942,161.57772827148438
4.606171240684303,1.9389933980595304,99.89346218109131
2.937913551061776,1.456723668763494,63.99955749511719
1.7863663099293692,1.6420056887276206,159.2183380126953
1.8748520065321983,4.0589345950724,178.25328063964844
1.0605670004730543,6.6151718307763225,1.0621871948242188
1.2936081120177196,6.03642923773417,0.9847259521484375
3.3252901863416318,1.9733960349440325,166.90013885498047
1.226500121437606,2.4620168305836057,169.67627716064453
2.404450715325652,4.301956504766288,177.04283142089844
3.0095059931576134,1.4428879250436202,83.16549682617188
6.1153757923903935,1.42508947068706,81.64395141601562
2.5866117989051576,1.5735147749392324,176.4010238647461
3.7507545975763517,1.3359601249899198,21.7364501953125
1.882184622503144,2.0503525727612044,176.2563705444336
1.232532551750818,1.7683038402170852,71.119140625
1.0035876664254388,1.2198469621060228,41.661102294921875
1.2579900940434554,1.5411375594092778,154.69536590576172
14.654861586607424,2.2406012962817616,19.953041076660156
5.931842675332552,6.209192804706241,174.33535766601562
2.475947284000187,1.7775075057333598,171.06226348876953
2.2794315636594065,1.783906040122934,167.65929412841797
1.2996331634754197,1.9796893322803928,8.342140197753906
1.663061158172486,1.7453294476594774,4.803230285644517
1.462063316667063,2.655846127548185,2.9528427124023438
4.381168485000051,2.2921491701008434,178.27898406982422
1.5881930713813248,2.1371239786260565,19.555549621582045
2.0372805385530657,1.3302123436268314,7.125343322753906
3.3392651543116374,1.5767319279076382,9.931678771972656
1.5579444182668667,4.967100205285937,170.59992218017578
2.1972079791560257,1.6557499023517477,5.564872741699219
1.4681655655889518,3.795721724651668,156.12124633789062
7.219029055177319,4.378015459152935,161.29476928710938
1.848899210349088,1.556280199253647,132.3116798400879
1.7761876902372171,1.41646646107876,113.51082611083984
1.5800716633732212,2.509585515183037,1.7123260498046875
2.337140112864395,2.5668907663136182,163.09354400634766
1.6509290331384148,1.6190029861682962,35.78034210205078
2.254959683066437,3.3456639411468387,165.7584686279297
4.814562114613366,2.2401488715691578,162.40161895751953
3.1330044364242906,1.7682874135988955,171.5157928466797
6.173175058711524,1.6358849714708483,5.988082885742202
2.5078906404476604,3.4680901577481063,176.93592071533203
2.2371304792372158,2.2931802154573195,173.21749877929688
3.383510181487895,5.978803573787143,6.986366271972656
1.3584462876106658,3.3288149765303325,172.49419403076172
1.136531332897581,1.5182203754591894,170.3946990966797
1.0905262728356742,1.7576074467928868,45.144866943359375
1.7961580528191163,3.0718971550121705,172.59066009521484
1.2115199517811284,4.8143929809198625,174.1828842163086
1.511775835487388,2.8148894998991607,159.7550506591797
1.7735756822980977,1.1569865133119352,35.508766174316406
4.687550542668256,3.8206706846576517,5.115547180175781
7.8202319841848515,2.0008778902162696,0.37955474853515625
1.1652292673022475,2.37860320457596,177.7154998779297
2.7531262591450854,1.336458248915197,92.74301385879517
2.5745936421742392,1.097782269817113,103.03224277496338
1.4353201775047244,1.159377434566681,91.08412206172943
1.6308889983230148,1.7094016613307952,56.21832275390625
1.0085068524890324,1.9871885400088964,11.992469787597656
3.1849662922891566,1.9536826288345033,169.25017547607422
2.94863608635754,2.2780529256454454,174.4156951904297
2.1347398173889807,1.6890733740910266,150.16258239746094
6.971476890903572,3.75068455021161,168.0272216796875
1.9882004997600036,1.4668564611350408,169.9378662109375
6.8184297376639815,1.5283373464085894,17.725646972656236
1.9206428111727551,1.5867845947891648,12.469177246093764
1.8780237840760827,1.6030947693691018,5.0092620849609375
3.352785945592423,1.6414652891631556,163.42601013183594
2.381430769068228,2.5037748989234863,158.95549774169922
3.0480303542592524,2.1841658437521967,27.266021728515625
4.462940907331187,1.6482608606325824,156.55931091308594
1.3446166579474412,1.4900423320718827,165.82467651367188
1.9316027102715112,3.7348573725308034,154.5557403564453
16.429318260071266,3.49054015729136,178.85111236572266
5.915876008318793,1.2539574112749488,49.106475830078125
3.808061489072783,2.293936560846188,2.2151565551757812
5.677438776835188,2.0706613267061065,178.63479614257812
1.8259694438164256,5.981303293272058,177.83615112304688
1.1858149120392676,2.458992271536585,3.7372589111327983
2.070828163569586,2.1194338013606355,37.158485412597656
3.0073618091331173,2.8800445138830875,3.2761001586914062
1.2465585110271598,1.6375027804103637,163.220947265625
2.729752336329701,2.7107421328664887,178.5149154663086
1.404773455377771,1.9821840808890867,161.24828338623047
2.5597556905211816,2.255968007048891,11.229560852050781
1.8146510879149536,7.044754210083051,177.80661010742188
1.4425903501958066,1.3311858042451274,70.69552612304688
1.4493409284634384,1.460538439414006,138.35364532470703
1.1448904886793696,3.6400638032441317,179.75093841552734
1.2284289754027575,1.652999996568575,29.9792938232422
2.138329917941012,2.097544091239259,20.046348571777344
2.75526168562446,1.2789583064764165,152.89669799804688
1.7969060723239616,2.164705432172348,179.80838012695312
6.461443177704691,1.1498116284450852,145.32955169677734
1.6756816801411982,1.6473310907278942,146.80395126342773
8.236050047856121,3.3406227945694864,32.075103759765625
3.8554577084859663,1.1836800470922546,91.00786852836609
2.1323374212068806,1.8055972665986024,47.455963134765625
2.0100787805302573,2.4401315186794403,179.9842300415039
6.275258612108554,6.013292706675093,4.0416336059570455
4.0581352816968925,4.722203070096514,1.8052368164062358
9.608019173932313,2.6156936255181686,174.71046447753906
2.5214987085272687,3.1091072346959083,161.5173110961914
2.9723445552021497,1.92314201691998,5.667808532714844
3.902205044081629,2.2840967497707134,163.97919464111328
2.1166230594670776,1.4723113250813291,92.995680809021
1.497832981808107,1.872668945282276,144.97642517089844
10.674039755993553,2.355842840138855,178.14007568359375
6.35516027785673,1.5555483542254374,3.3087997436523438
4.854648199452536,1.9384842096858599,74.44609069824219
4.200302610990152,2.0659347335789247,178.9520721435547
10.138218676479855,2.15746543794523,163.75618743896484
2.401136726516078,2.196526032927328,114.59165000915527
5.223616727671469,2.1635139965228216,20.6085205078125
14.679703549265952,2.600916421863563,10.289451599121094
1.7994079994195802,2.2891498818120146,126.32279586791992
5.703454496193117,1.886744775282681,19.343650817871094
1.332174798815865,1.3642466483785347,55.42832946777344
3.303701813299308,3.039992622278388,173.0923614501953
2.0269192352771905,2.105532766585723,39.539215087890625
6.5648321984243605,1.2405213470382126,156.05108642578125
11.83172882645644,2.273499485723204,177.12137603759766
1.1924124170178418,1.383743262901122,121.78182792663574
1.6261189932312032,3.1740608264230064,31.892395019531236
1.1551869706447642,3.118855842612916,5.790382385253906
2.069039686838757,2.517731165112935,15.902450561523438
1.0376878912214311,1.2021264813505048,60.25538635253906
1.3591724720420195,1.5807406257953918,159.7590103149414
13.103563229563553,2.283561033403851,166.14974975585938
1.4558730397544477,2.8402668884613376,172.0958023071289
4.2703205672788975,1.6510348331384403,26.831710815429688
1.7401090798994188,2.0020574308314103,18.829948425292955
2.580343606138296,1.6476534534967031,172.375732421875
7.470065537246801,2.1166312622728327,0.17157745361328125
1.1895035698021437,1.3706367594208615,13.807060241699219
3.875391665601186,3.232224496740681,175.7395477294922
25.1408181457824,4.626890849079513,0.1681518554687642
3.98984025474393,2.6032052996973563,167.50796508789062
16.72030064085362,2.1272251705849183,5.5458221435546875
3.9837714423095383,1.5362608873985066,10.005752563476562
6.172702669895438,1.56641294110021,169.51045989990234
2.985924582875168,2.3017205492341324,15.021987915039062
1.737927161331141,2.2124911001528282,0.7608871459960938
1.0925517835758018,1.1815894087319885,26.9871826171875
1.3182332306555886,1.2046188751837028,12.380561828613281
1.252534706473237,2.14565449195388,6.004692077636719
5.84163312012963,5.257118070884603,2.174713134765625
2.393929090044713,4.780879554925453,166.03044891357422
4.664701989749269,3.5025824543968094,3.9703216552734375
7.36956382463278,4.143923219063727,3.0819854736327983
