Area,AspectRatio,Slope
1.0217385528051064,2.479469606858509,21.291252136230483
1.311519319231461,1.5561413663898658,4.3279876708984375
5.181909084740575,4.864144798558746,171.71827697753906
4.124438193235319,3.8858899027250517,175.14839935302734
3.0124646227251612,1.4784929977735632,120.05888366699219
27.514147480730877,4.829776228573959,1.8740921020507812
20.69626485701844,5.380746307891869,178.88188934326172
2.70176344136968,3.0491042859461253,2.667236328125
1.4495173475140088,4.168541865251751,170.0100555419922
3.937709864014826,4.639058443743863,3.6744613647460938
1.1257989198712073,1.7357843717604324,169.23815155029297
5.562752712004892,3.382099454140342,171.38372802734375
1.5687981749069304,1.157150714642296,23.773307800292955
11.060218493418763,1.704509129233812,172.8079071044922
25.028936386783233,5.911402135488577,178.4335479736328
7.6409951049195675,2.8663041950648336,4.796897888183594
2.5490851080419388,2.630529630989823,171.89633178710938
1.304355533880042,3.1350615017013808,159.75450897216797
17.745513858508527,1.6816849640061189,109.90154838562012
1.2955044467515122,4.54725195945062,164.48953247070312
11.840977573273511,1.913488518661184,150.64997482299805
10.421244679229266,4.703708714128936,172.0078353881836
1.3128777967937653,2.4982856824738398,155.47596740722656
31.591068334973826,1.3024530780363672,128.28656387329102
20.41340723114867,2.1728582702481507,2.979919433593764
3.154166106728157,1.3445363498173029,170.9883041381836
2.0837635176358797,1.3186712742141224,122.66033554077148
20.420720685417866,1.4626826121136676,144.0473976135254
1.419712453679654,1.2953093610148974,82.84239196777344
2.5281989812263688,3.5702460745772107,179.80918884277344
10.707417107719671,3.7621665545511846,174.86227416992188
47.99120520810124,1.9586104640258188,179.6507110595703
1.0594012390015528,5.1624906218858655,178.85013580322266
1.2158521732880319,2.5765122628668617,177.05448150634766
11.981499841819772,2.5660246514821976,5.544479370117202
6.347918923574811,2.9713464700139953,178.03820037841797
2.2170717755247504,5.356318507703191,0.03571319580078125
1.4547978107350132,1.180449881372002,82.64524841308594
1.9090142346350736,1.1293052340972818,63.700714111328125
5.973115400495077,1.9185758994227888,141.61252212524414
4.914393950894906,1.748825314236359,145.86968612670898
1.3668017939798949,2.492500166027322,9.729736328125
3.0803964491293176,4.958395478688737,163.51614379882812
5.979702295256889,1.4702217130869069,169.22101593017578
2.09337362185708,1.658997090874344,157.51300811767578
46.88779063853541,2.314044964178376,176.4012908935547
3.723237344726069,2.0402859556295003,173.89647674560547
6.880876666897457,1.907112226304268,14.744125366210938
1.876492101207096,1.9520107751363729,78.14442443847656
13.795016511600853,3.0579594732644533,6.983787536621094
1.546218887995294,1.5604312565708298,149.5851936340332
1.271667595511448,3.3365684301349665,155.0619888305664
208.19980182525757,3.6311227915714963,166.56238555908203
1.7638737371713546,3.0709551493065725,6.699951171875
10.904906172135655,1.3196638614448684,124.65824127197266
1.0656346682853648,1.6232217758439111,173.09004974365234
2.3411391584944026,1.5535176059516782,9.015594482421875
25.606379465703657,5.707885855474914,173.62201690673828
2.0801950627391816,2.079275653455994,2.2652359008789062
3.5408966994903146,1.149385023071792,148.90731811523438
18.046383446862933,4.435583620905753,174.7770004272461
1.109036014449179,2.817217165000652,19.0508270263672
2.6548023014104394,1.98790744472503,136.41368865966797
9.522656771679461,2.5595309702706914,169.2294158935547
